Sender,Message,Date,Timestamp,Flirt_Label,Predicted_Flirt_Label,Predicted_Flirt,Hour,Media_Flag,Missed_Call_Flag
Isaac,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,2025-12-13,2025-12-13 17:49:00,0,0,Not Flirt,17,0,0
Anna,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",2025-12-30,2025-12-30 01:37:00,0,0,Not Flirt,1,0,0
Isaac,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Ã¥Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",2025-08-04,2025-08-04 03:06:00,0,0,Not Flirt,3,0,0
Anna,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",2025-09-04,2025-09-04 08:04:00,0,0,Not Flirt,8,0,0
Anna,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",2025-04-04,2025-04-04 13:33:00,0,0,Not Flirt,13,0,0
Isaac,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,2025-10-25,2025-10-25 09:42:00,0,0,Not Flirt,9,0,0
Anna,Sounds great! Are you home now?,2025-09-03,2025-09-03 05:46:00,0,0,Not Flirt,5,0,0
Anna,K.then any other special?,2025-11-26,2025-11-26 11:09:00,0,0,Not Flirt,11,0,0
Anna, what number do u live at? Is it 11?,2025-04-08,2025-04-08 16:51:00,0,0,Not Flirt,16,0,0
Anna,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""",2025-10-15,2025-10-15 12:59:00,0,0,Not Flirt,12,0,0
Isaac,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a Ã¥Â£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopÃ¥Â£1.50/week,2025-06-21,2025-06-21 19:51:00,0,0,Not Flirt,19,0,0
Anna,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,2025-03-09,2025-03-09 20:41:00,0,0,Not Flirt,20,0,0
Anna,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?",2025-03-04,2025-03-04 18:18:00,0,0,Not Flirt,18,0,0
Anna,Did u got that persons story,2025-07-25,2025-07-25 08:07:00,0,0,Not Flirt,8,0,0
Anna,Yeah we do totes. When u wanna?,2025-04-27,2025-04-27 19:49:00,0,0,Not Flirt,19,0,0
Anna,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,2025-02-07,2025-02-07 11:46:00,0,0,Not Flirt,11,0,0
Anna,If I was I wasn't paying attention,2025-06-06,2025-06-06 02:23:00,0,0,Not Flirt,2,0,0
Anna,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",2025-08-27,2025-08-27 10:22:00,1,1,Flirt,10,0,0
Anna,Then u drive lor.,2025-04-27,2025-04-27 15:26:00,0,0,Not Flirt,15,0,0
Anna,Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,2025-12-15,2025-12-15 17:13:00,0,0,Not Flirt,17,0,0
Anna,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,2025-10-12,2025-10-12 14:35:00,0,0,Not Flirt,14,0,0
Anna,Shopping lor. Them raining mah hard 2 leave orchard.,2025-07-07,2025-07-07 07:25:00,0,0,Not Flirt,7,0,0
Anna,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,2025-12-08,2025-12-08 04:05:00,0,0,Not Flirt,4,0,0
Anna,Ok. So april. Cant wait,2025-06-08,2025-06-08 05:22:00,0,0,Not Flirt,5,0,0
Anna,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,2025-02-21,2025-02-21 06:22:00,1,1,Flirt,6,0,0
Anna,"Yes, my reg is  Ciao!",2025-01-14,2025-01-14 09:41:00,0,0,Not Flirt,9,0,0
Isaac,This is the 2nd time we have tried to contact u. U have won the Ã¥Â£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,2025-12-09,2025-12-09 09:34:00,0,0,Not Flirt,9,0,0
Anna,I told your number to gautAnna..,2025-12-17,2025-12-17 07:56:00,0,0,Not Flirt,7,0,0
Isaac,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,2025-09-27,2025-09-27 21:55:00,1,1,Flirt,21,0,0
Anna,Got c... I lazy to type... I forgot Ã_ in lect... I saw a pouch but like not v nice...,2025-02-07,2025-02-07 21:28:00,0,0,Not Flirt,21,0,0
Anna,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,2025-04-18,2025-04-18 10:01:00,0,0,Not Flirt,10,0,0
Anna,Do have a nice day today. I love you so dearly.,2025-01-16,2025-01-16 07:31:00,1,1,Flirt,7,0,0
Anna,Not a drop in the tank,2025-01-20,2025-01-20 00:31:00,0,0,Not Flirt,0,0,0
Isaac,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",2025-04-01,2025-04-01 01:34:00,0,0,Not Flirt,1,0,0
Anna,Oh k :)why you got job then whats up?,2025-07-28,2025-07-28 23:23:00,0,0,Not Flirt,23,0,0
Anna,Indeed and by the way it was either or - not both !,2025-01-25,2025-01-25 05:31:00,0,0,Not Flirt,5,0,0
Anna,"Sorry, I'll call later ok bye",2025-12-26,2025-12-26 09:13:00,0,0,Not Flirt,9,0,0
Anna,Hi Harish's rent has been transfred to ur Acnt.,2025-06-16,2025-06-16 07:11:00,0,0,Not Flirt,7,0,0
Isaac,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",2025-04-07,2025-04-07 13:10:00,0,0,Not Flirt,13,0,0
Anna,Do you hide anythiing or keeping distance from me,2025-07-08,2025-07-08 12:48:00,0,0,Not Flirt,12,0,0
Anna,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",2025-10-16,2025-10-16 11:26:00,0,0,Not Flirt,11,0,0
Isaac,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""",2025-04-25,2025-04-25 07:36:00,1,1,Flirt,7,0,0
Anna,hanks lotsly!,2025-01-18,2025-01-18 15:50:00,0,0,Not Flirt,15,0,0
Isaac,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p pÃ¥Â£3.99,2025-01-19,2025-01-19 22:00:00,0,0,Not Flirt,22,0,0
Anna,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",2025-11-08,2025-11-08 00:34:00,0,0,Not Flirt,0,0,0
Anna,Yup,2025-02-11,2025-02-11 00:43:00,0,0,Not Flirt,0,0,0
Anna,Lol they don't know about my awesome phone. I could click delete right now if I want.,2025-08-21,2025-08-21 02:27:00,0,0,Not Flirt,2,0,0
Anna,No current and food here. I am alone also,2025-05-21,2025-05-21 13:10:00,0,0,Not Flirt,13,0,0
Anna,You got job in wipro:)you will get every thing in life in 2 or 3 years.,2025-10-11,2025-10-11 20:49:00,0,0,Not Flirt,20,0,0
Anna,I will be gentle princess! We will make sweet gentle love...,2025-11-24,2025-11-24 17:28:00,1,1,Flirt,17,0,0
Anna,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,2025-09-12,2025-09-12 22:33:00,0,0,Not Flirt,22,0,0
Anna,Yay! You better not have told that to 5 other girls either.,2025-06-14,2025-06-14 04:04:00,0,0,Not Flirt,4,0,0
Anna,Esplanade lor. Where else...,2025-03-17,2025-03-17 19:50:00,0,0,Not Flirt,19,0,0
Anna,Thanks for this hope you had a good day today,2025-12-23,2025-12-23 15:56:00,0,0,Not Flirt,15,0,0
Anna,Hmmm.but you should give it on one day..,2025-04-21,2025-04-21 11:43:00,0,0,Not Flirt,11,0,0
Anna,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,2025-06-29,2025-06-29 04:57:00,0,0,Not Flirt,4,0,0
Anna,I enjoy watching and playing football and basketball. Anything outdoors. And you?,2025-05-25,2025-05-25 01:23:00,0,0,Not Flirt,1,0,0
Isaac,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",2025-03-26,2025-03-26 09:46:00,0,0,Not Flirt,9,0,0
Anna,Good evening! this is roger. How are you?,2025-06-02,2025-06-02 06:10:00,0,0,Not Flirt,6,0,0
Anna,Ok. No wahala. Just remember that a friend in need ...,2025-02-25,2025-02-25 13:47:00,0,0,Not Flirt,13,0,0
Anna,I accidentally brought em home in the box,2025-01-01,2025-01-01 22:32:00,0,0,Not Flirt,22,0,0
Anna,"Aight will do, thanks again for comin out",2025-04-17,2025-04-17 02:01:00,0,0,Not Flirt,2,0,0
Anna,Hey tmr maybe can meet you at yck,2025-02-11,2025-02-11 04:50:00,0,0,Not Flirt,4,0,0
Anna,I'm not. She lip synced with shangela.,2025-06-01,2025-06-01 14:08:00,0,0,Not Flirt,14,0,0
Anna,Pls she needs to dat slowly or she will vomit more.,2025-11-11,2025-11-11 22:54:00,0,0,Not Flirt,22,0,0
Anna,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,2025-03-01,2025-03-01 14:48:00,0,0,Not Flirt,14,0,0
Anna,Hi :)finally i completed the course:),2025-01-01,2025-01-01 18:47:00,0,0,Not Flirt,18,0,0
Anna,When/where do I pick you up,2025-02-10,2025-02-10 20:17:00,0,0,Not Flirt,20,0,0
Anna,Yes its possible but dint try. Pls dont tell to any one k,2025-07-05,2025-07-05 15:28:00,0,0,Not Flirt,15,0,0
Anna,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",2025-04-11,2025-04-11 13:23:00,0,0,Not Flirt,13,0,0
Anna,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",2025-06-28,2025-06-28 20:07:00,1,1,Flirt,20,0,0
Anna,Wif my family booking tour package.,2025-01-11,2025-01-11 23:58:00,0,0,Not Flirt,23,0,0
Anna,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,2025-05-02,2025-05-02 19:14:00,0,0,Not Flirt,19,0,0
Anna,Aight sorry I take ten years to shower. What's the plan?,2025-05-30,2025-05-30 21:29:00,0,0,Not Flirt,21,0,0
Anna,Ok then u tell me wat time u coming later lor.,2025-06-07,2025-06-07 14:58:00,0,0,Not Flirt,14,0,0
Anna,I anything lor.,2025-07-21,2025-07-21 07:44:00,0,0,Not Flirt,7,0,0
Anna,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,2025-10-12,2025-10-12 23:38:00,0,0,Not Flirt,23,0,0
Anna,Or just do that 6times,2025-06-20,2025-06-20 17:11:00,0,0,Not Flirt,17,0,0
Anna,Happy birthday... May all ur dreams come true...,2025-11-04,2025-11-04 02:12:00,0,0,Not Flirt,2,0,0
Anna,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,2025-07-13,2025-07-13 12:14:00,1,1,Flirt,12,0,0
Anna,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,2025-04-06,2025-04-06 06:34:00,0,0,Not Flirt,6,0,0
Anna,Ya it came a while ago,2025-03-25,2025-03-25 20:22:00,0,0,Not Flirt,20,0,0
Anna,"Awesome, text me when you're restocked",2025-04-28,2025-04-28 22:26:00,0,0,Not Flirt,22,0,0
Anna,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,2025-08-07,2025-08-07 05:00:00,0,0,Not Flirt,5,0,0
Anna,Yup. Thk of u oso boring wat.,2025-03-30,2025-03-30 18:12:00,0,0,Not Flirt,18,0,0
Anna,Wat uniform? In where get?,2025-11-30,2025-11-30 16:50:00,0,0,Not Flirt,16,0,0
Anna,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,2025-06-25,2025-06-25 07:45:00,0,0,Not Flirt,7,0,0
Anna,"Sorry, I'll call later",2025-11-12,2025-11-12 03:21:00,0,0,Not Flirt,3,0,0
Anna,Anytime...,2025-09-07,2025-09-07 11:52:00,0,0,Not Flirt,11,0,0
Anna,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,2025-05-02,2025-05-02 21:30:00,0,0,Not Flirt,21,0,0
Isaac,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,2025-03-25,2025-03-25 13:40:00,1,1,Flirt,13,0,0
Anna,Even if he my friend he is a priest call him now,2025-09-29,2025-09-29 14:59:00,0,0,Not Flirt,14,0,0
Anna,No probably  &lt;#&gt; %.,2025-05-01,2025-05-01 22:35:00,0,0,Not Flirt,22,0,0
Anna,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,2025-04-01,2025-04-01 08:35:00,0,0,Not Flirt,8,0,0
Anna,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,2025-12-06,2025-12-06 14:43:00,0,0,Not Flirt,14,0,0
Anna,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,2025-06-26,2025-06-26 07:58:00,0,0,Not Flirt,7,0,0
Anna,"Oops I did have it,  &lt;#&gt; ?",2025-01-19,2025-01-19 01:04:00,0,0,Not Flirt,1,0,0
Anna,Im done. Just studyn in library,2025-06-30,2025-06-30 18:12:00,0,0,Not Flirt,18,0,0
Anna,No problem baby. Is this is a good time to talk? I called and left a message.,2025-06-18,2025-06-18 08:39:00,1,1,Flirt,8,0,0
Anna,Yo dude guess who just got arrested the other day,2025-11-12,2025-11-12 09:27:00,0,0,Not Flirt,9,0,0
Anna,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,2025-09-17,2025-09-17 19:33:00,0,0,Not Flirt,19,0,0
Anna,Thanks  and ! Or bomb and date as my phone wanted to say! ,2025-03-12,2025-03-12 02:45:00,1,1,Flirt,2,0,0
Anna,"Hi elaine, is today's meeting confirmed?",2025-02-25,2025-02-25 04:46:00,0,0,Not Flirt,4,0,0
Anna,K.k..how is your sister kids?,2025-08-09,2025-08-09 10:39:00,0,0,Not Flirt,10,0,0
Anna,Nice talking to you! please dont forget my pix :) i want to see all of you...,2025-01-18,2025-01-18 14:37:00,0,0,Not Flirt,14,0,0
Anna,"Damn, poor zac doesn't stand a chance",2025-04-27,2025-04-27 16:01:00,0,0,Not Flirt,16,0,0
Anna,"That's fine, have him give me a call if he knows what he wants or has any questions",2025-02-20,2025-02-20 17:34:00,0,0,Not Flirt,17,0,0
Anna,Love you aathi..love u lot..,2025-01-08,2025-01-08 19:57:00,1,1,Flirt,19,0,0
Anna,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",2025-12-02,2025-12-02 09:32:00,0,0,Not Flirt,9,0,0
Anna,when you and derek done with class?,2025-02-03,2025-02-03 02:06:00,0,0,Not Flirt,2,0,0
Anna,No. Thank you. You've been wonderful,2025-01-04,2025-01-04 17:02:00,0,0,Not Flirt,17,0,0
Anna,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,2025-12-07,2025-12-07 12:40:00,0,0,Not Flirt,12,0,0
Anna,What's the significance?,2025-03-11,2025-03-11 00:11:00,0,0,Not Flirt,0,0,0
Isaac,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Ã¥Â£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,2025-10-26,2025-10-26 02:30:00,0,0,Not Flirt,2,0,0
Anna,"Well, I meant as opposed to my drunken night of before",2025-01-12,2025-01-12 17:47:00,0,0,Not Flirt,17,0,0
Anna,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,2025-02-26,2025-02-26 07:55:00,0,0,Not Flirt,7,0,0
Anna,... Are you in the pub?,2025-02-10,2025-02-10 16:13:00,0,0,Not Flirt,16,0,0
Anna,Hasn't that been the pattern recently crap weekends?,2025-09-15,2025-09-15 21:12:00,0,0,Not Flirt,21,0,0
Anna,Prakesh is there know.,2025-08-15,2025-08-15 11:32:00,0,0,Not Flirt,11,0,0
Anna,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",2025-06-23,2025-06-23 17:35:00,1,1,Flirt,17,0,0
Isaac,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",2025-03-30,2025-03-30 10:49:00,1,1,Flirt,10,0,0
Anna,"We are hoping to get away by 7, from Langport. You still up for town tonight?",2025-02-02,2025-02-02 17:42:00,0,0,Not Flirt,17,0,0
Anna,Great! How is the office today?,2025-07-27,2025-07-27 21:44:00,0,0,Not Flirt,21,0,0
Anna,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,2025-03-26,2025-03-26 11:12:00,0,0,Not Flirt,11,0,0
Anna,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,2025-08-04,2025-08-04 13:23:00,0,0,Not Flirt,13,0,0
Anna,Dunno lei shd b driving lor cos i go sch 1 hr oni.,2025-09-09,2025-09-09 00:43:00,0,0,Not Flirt,0,0,0
Anna,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",2025-11-07,2025-11-07 02:15:00,0,0,Not Flirt,2,0,0
Anna,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,2025-06-30,2025-06-30 11:21:00,0,0,Not Flirt,11,0,0
Anna,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),2025-01-03,2025-01-03 01:29:00,0,0,Not Flirt,1,0,0
Anna,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,2025-04-13,2025-04-13 16:23:00,0,0,Not Flirt,16,0,0
Anna,"It could work, we'll reach a consensus at the next meeting",2025-11-08,2025-11-08 12:41:00,0,0,Not Flirt,12,0,0
Anna,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",2025-07-14,2025-07-14 19:00:00,0,0,Not Flirt,19,0,0
Anna,Wait.i will come out.. &lt;#&gt;  min:),2025-08-15,2025-08-15 02:31:00,0,0,Not Flirt,2,0,0
Anna,Ok... Ur typical reply...,2025-06-17,2025-06-17 06:52:00,0,0,Not Flirt,6,0,0
Anna,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,2025-03-01,2025-03-01 16:19:00,0,0,Not Flirt,16,0,0
Anna,Thats cool. i liked your photos. You are very sexy!,2025-11-24,2025-11-24 07:57:00,1,1,Flirt,7,0,0
Anna,"Pity, * was in mood for that. So...any other suggestions?",2025-10-10,2025-10-10 04:44:00,0,0,Not Flirt,4,0,0
Anna,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,2025-12-30,2025-12-30 05:50:00,0,0,Not Flirt,5,0,0
Anna,Got it! It looks scrumptious... daddy wants to eat you all night long!,2025-11-09,2025-11-09 07:15:00,0,0,Not Flirt,7,0,0
Anna,Am watching house ÂÃÃ very entertaining ÂÃÃ am getting the whole hugh laurie thing ÂÃÃ even with the stick ÂÃÃ indeed especially with the stick.,2025-04-17,2025-04-17 11:59:00,1,1,Flirt,11,0,0
Anna,Ill be there on  &lt;#&gt;  ok.,2025-04-04,2025-04-04 01:18:00,0,0,Not Flirt,1,0,0
Anna,Apart from the one i told you about yesterday?,2025-04-01,2025-04-01 22:38:00,0,0,Not Flirt,22,0,0
Anna,What happen dear. Why you silent. I am tensed,2025-12-02,2025-12-02 09:16:00,0,0,Not Flirt,9,0,0
Anna,Prabha..i'm soryda..realy..frm heart i'm sory,2025-07-23,2025-07-23 10:17:00,0,0,Not Flirt,10,0,0
Anna,Hi mom we might be back later than  &lt;#&gt; ,2025-06-16,2025-06-16 01:24:00,0,0,Not Flirt,1,0,0
Anna,"I noe la... U wana pei bf oso rite... K lor, other days den...",2025-12-20,2025-12-20 10:13:00,0,0,Not Flirt,10,0,0
Anna,Should I tell my friend not to come round til like  &lt;#&gt; ish?,2025-08-09,2025-08-09 09:10:00,0,0,Not Flirt,9,0,0
Anna,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? ,2025-11-28,2025-11-28 23:20:00,0,0,Not Flirt,23,0,0
Anna,"sir, you will receive the account no another 1hr time. Sorry for the delay.",2025-12-26,2025-12-26 09:39:00,0,0,Not Flirt,9,0,0
Anna,K:)k.are you in college?,2025-01-30,2025-01-30 07:18:00,0,0,Not Flirt,7,0,0
Isaac,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost Ã¥Â£1.50 min MobcudB more,2025-05-13,2025-05-13 04:09:00,0,0,Not Flirt,4,0,0
Anna,Dont gimme that lip caveboy,2025-09-26,2025-09-26 01:11:00,0,0,Not Flirt,1,0,0
Anna,I cant pick the phone right now. Pls send a message,2025-10-24,2025-10-24 20:46:00,0,0,Not Flirt,20,0,0
Anna,Where are the garage keys? They aren't on the bookshelf,2025-02-24,2025-02-24 11:32:00,0,0,Not Flirt,11,0,0
Anna,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",2025-04-27,2025-04-27 10:37:00,1,1,Flirt,10,0,0
Anna,I hope you know I'm still mad at you.,2025-07-20,2025-07-20 05:36:00,0,0,Not Flirt,5,0,0
Anna,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",2025-10-19,2025-10-19 18:43:00,0,0,Not Flirt,18,0,0
Anna,I'm gonna rip out my uterus.,2025-02-11,2025-02-11 12:41:00,0,0,Not Flirt,12,0,0
Anna,So when you gonna get rimac access ,2025-08-08,2025-08-08 09:37:00,0,0,Not Flirt,9,0,0
Anna,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,2025-04-19,2025-04-19 10:28:00,1,1,Flirt,10,0,0
Anna,Got meh... When?,2025-03-21,2025-03-21 05:32:00,0,0,Not Flirt,5,0,0
Anna,K..k..any special today?,2025-07-08,2025-07-08 06:46:00,0,0,Not Flirt,6,0,0
Anna,We'll join the  &lt;#&gt;  bus,2025-06-01,2025-06-01 07:33:00,0,0,Not Flirt,7,0,0
Anna,ÃÃ say until like dat i dun buy ericsson oso cannot oredi lar...,2025-08-21,2025-08-21 03:44:00,0,0,Not Flirt,3,0,0
Anna,I asked sen to come chennai and search for job.,2025-04-27,2025-04-27 03:56:00,0,0,Not Flirt,3,0,0
Anna,K do I need a login or anything,2025-10-28,2025-10-28 13:18:00,0,0,Not Flirt,13,0,0
Isaac,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,2025-01-29,2025-01-29 19:36:00,0,0,Not Flirt,19,0,0
Isaac,Hello. We need some posh birds and chaps to user trial prods for cAnnapneys. Can i put you down? I need your address and dob asap. Ta r,2025-11-11,2025-11-11 15:10:00,0,0,Not Flirt,15,0,0
Anna,"Sorry, I'll call later",2025-01-12,2025-01-12 05:06:00,0,0,Not Flirt,5,0,0
Anna,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,2025-09-26,2025-09-26 16:33:00,0,0,Not Flirt,16,0,0
Anna,Yup... From what i remb... I think should be can book... ,2025-05-07,2025-05-07 16:22:00,0,0,Not Flirt,16,0,0
Anna,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,2025-05-21,2025-05-21 02:56:00,0,0,Not Flirt,2,0,0
Anna,I was up all night too worrying about this appt. It's a sAnnae we missed a girls night out with quizzes popcorn and you doing my hair.,2025-01-08,2025-01-08 06:35:00,1,1,Flirt,6,0,0
Anna,When did dad get back.,2025-09-14,2025-09-14 08:46:00,0,0,Not Flirt,8,0,0
Anna,Boo. How's things? I'm back at home and a little bored already :-(,2025-03-02,2025-03-02 16:20:00,0,0,Not Flirt,16,0,0
Anna,Remember on that day..,2025-08-29,2025-08-29 16:56:00,0,0,Not Flirt,16,0,0
Anna,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,2025-09-22,2025-09-22 18:48:00,0,0,Not Flirt,18,0,0
Isaac,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ ",2025-11-05,2025-11-05 13:31:00,0,0,Not Flirt,13,0,0
Anna,R u sure they'll understand that! Wine * good idea just had a slurp!,2025-09-16,2025-09-16 13:12:00,0,0,Not Flirt,13,0,0
Anna,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",2025-04-21,2025-04-21 06:43:00,0,0,Not Flirt,6,0,0
Anna,Midnight at the earliest,2025-09-27,2025-09-27 16:03:00,0,0,Not Flirt,16,0,0
Anna,Home so we can always chat,2025-10-29,2025-10-29 12:43:00,0,0,Not Flirt,12,0,0
Anna,Might ax well im there.,2025-04-26,2025-04-26 23:43:00,0,0,Not Flirt,23,0,0
Anna,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),2025-02-15,2025-02-15 14:47:00,0,0,Not Flirt,14,0,0
Isaac,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,2025-11-21,2025-11-21 21:27:00,0,0,Not Flirt,21,0,0
Anna,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,2025-02-24,2025-02-24 06:46:00,1,1,Flirt,6,0,1
Anna,I think i am disturbing her da,2025-08-05,2025-08-05 21:12:00,0,0,Not Flirt,21,0,0
Anna,Hey check it da. I have listed da.,2025-03-28,2025-03-28 11:55:00,0,0,Not Flirt,11,0,0
Anna,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",2025-02-16,2025-02-16 06:58:00,0,0,Not Flirt,6,0,0
Anna,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",2025-10-11,2025-10-11 11:11:00,1,1,Flirt,11,0,0
Anna,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,2025-02-22,2025-02-22 17:49:00,0,0,Not Flirt,17,0,0
Isaac,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,2025-09-02,2025-09-02 17:48:00,0,0,Not Flirt,17,0,0
